,name,rank,target,type,base_damage,upgraded_damage,base_crit,upgraded_crit,base_self,upgraded_self,base_cooldown,upgraded_cooldown,base_effect,upgraded_effect,target_restriction,notes,hero_id,base_uses,upgraded_uses,path_name,skill_name,hero_name
117,Breakthrough,ooo.,ooo.,melee,3-6,4-7,0.05,0.0, {{Move2|forward|2}}<br /> {{Winded}},,1,0, {{Guard2|ignore}}<br /> {{Guard2|remove}}, {{Guard2|ignore}}<br /> {{Guard2|remove}}<br /> {{Debuff2}} Cannot Gain {{Block}} (2 Rounds),,,Hel,inf,inf,Ravager,Breakthrough,Hellion
118,Raucous Revelry,oooo,o-o-o-o,buff,,,0.0,0.0, {{Winded}}<br>Remove {{Horror2}}<br>If {{HP2}} < 33%: {{HP2|heal|20%}}<br>{{Stress2}} 5+: {{Stress2|-2}}," {{Winded}}<br>Remove {{Horror2}}<br>{{Buff2}} <span class""buff-dd2"">+10%</span> {{DeathsDoor2}} RES <br>If {{HP2}} < 33%: {{HP2|heal|25%}}<br>{{Stress2}} 5+: {{Stress2|-3}}",1,0, {{Stress2}} 5+: {{Stress2|-1}},,,,Hel,inf,inf,Ravager,Raucous Revelry,Hellion
119,Howling End,..oo,oo..,melee,8-14,10-18,0.1,0.15, {{Winded}}<br>{{Move2|back|1}},,3,2,,,,,Hel,inf,inf,Ravager,Howling End,Hellion
103,Wicked Hack,..oo,oo..,melee,4-8,6-10,0.05,0.1,,,0,0,"Deals <span class""buff-dd2"">+50%</span> DMG When Target {{Combo}}",,,,Hel,inf,inf,Berserker,Wicked Hack,Hellion
105,Iron Swan,...o,...o,melee,4-8,6-10,0.05,0.1,,,0,0,,{{Combo}},,,Hel,inf,inf,Berserker,Iron Swan,Hellion
106,Barbaric YAWP!,..oo,o-o..,ranged,,,0.05,0.1,{{Winded}},,1,0, {{Stealth2|ignore}}<br>{{Weak}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{StunToken}} When Target {{Combo}}<br>{{Weak|2}}<br>{{Stealth2|remove}},,,Hel,inf,inf,Berserker,Barbaric YAWP!,Hellion
111,Toe to Toe,.ooo,oo..,melee,2-4,3-5,0.05,0.0," {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}"," Add {{Immob}}, {{Taunt|2}}<br>{{Move2|forward|1}}<br>{{Winded|remove}}",0,0,,,,,Hel,inf,inf,Berserker,Toe to Toe,Hellion
112,Adrenaline Rush,oooo,self,heal,,,0.0,0.0, Requires {{HP2}} < 33%:<br /> {{HP2|heal|20%}}<br /> Remove {{Winded}}{{Bleed2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns), Requires {{HP2}} < 33%:<br /> {{HP2|heal|25%}}<br /> Remove {{Winded}}{{DoT2}}<br /> {{Buff2}} Gain On Attack: {{HP2|heal|20%}} (3 Turns),3,0,,,,,Hel,2.0,inf,Berserker,Adrenaline Rush,Hellion
116,Bloodlust,.ooo,self,buff,,,0.0,0.0," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)"," {{Winded|remove}}<br>{{Buff2}} If Target {{Bleed2}}: <span class""buff-dd2"">+30%</span> DMG (5 Turns)<br>{{Execution|1}}",2,0,,,,,Hel,inf,inf,Berserker,Bloodlust,Hellion
117,Breakthrough,ooo.,ooo.,melee,3-6,4-7,0.05,0.0, {{Move2|forward|2}}<br /> {{Winded}},,1,0, {{Guard2|ignore}}<br /> {{Guard2|remove}}, {{Guard2|ignore}}<br /> {{Guard2|remove}}<br /> {{Debuff2}} Cannot Gain {{Block}} (2 Rounds),,,Hel,inf,inf,Berserker,Breakthrough,Hellion
118,Raucous Revelry,oooo,o-o-o-o,buff,,,0.0,0.0, {{Winded}}<br>Remove {{Horror2}}<br>If {{HP2}} < 33%: {{HP2|heal|20%}}<br>{{Stress2}} 5+: {{Stress2|-2}}," {{Winded}}<br>Remove {{Horror2}}<br>{{Buff2}} <span class""buff-dd2"">+10%</span> {{DeathsDoor2}} RES <br>If {{HP2}} < 33%: {{HP2|heal|25%}}<br>{{Stress2}} 5+: {{Stress2|-3}}",1,0, {{Stress2}} 5+: {{Stress2|-1}},,,,Hel,inf,inf,Berserker,Raucous Revelry,Hellion
119,Howling End,..oo,oo..,melee,8-14,10-18,0.1,0.15, {{Winded}}<br>{{Move2|back|1}},,3,2,,,,,Hel,inf,inf,Berserker,Howling End,Hellion
78,Pick to the Face,.ooo,oo..,melee,4-7,5-9,0.15,0.2,,,0,0," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}<br><span class""buff-dd2"">Apply On CRIT:</span> {{Block|remove|}}",,,GR,inf,inf,Wanderer,Pick to the Face,Grave Robber
79,Thrown Dagger,ooo.,.ooo,ranged,3-6,4-8,0.15,0.3,,,0,0," {{Guard2|ignore}}<br>{{Dodge|ignore}} When {{Stealth2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}} ",,,,GR,inf,inf,Wanderer,Thrown Dagger,Grave Robber
80,Thrown Dagger (Deadeye),oo..,.ooo,ranged,4-7,5-9,0.2,0.3,, On CRIT:{{Speed2|+2}} (3 Turns),0,0," {{Dodge|ignore}} When {{Stealth2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}} }}",,,,GR,inf,inf,Deadeye,Thrown Dagger,Grave Robber
81,Thrown Dagger (Venomdrop),ooo.,.ooo,ranged,3-5,4-7,0.15,0.3,,,0,0," {{Dodge|ignore}} When {{Stealth2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Dodge|ignore}} When {{Stealth2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}<br>{{Weak}} When Target {{Blight2}} }}",,,GR,inf,inf,Venomdrop,Thrown Dagger,Grave Robber
82,Thrown Dagger (Nightsworn),ooo.,.ooo,ranged,3-6,4-8,0.15,0.3,,,0,0," {{Dodge|ignore}} {{Riposte2}} When {{Stealth2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}} }}",,,,GR,inf,inf,Nightsworn,Thrown Dagger,Grave Robber
83,Flashing Daggers,ooo.,.o-o.,ranged,3-5,4-6,0.15,0.2,,,0,0,,{{Dodge|ignore}} When Self {{Stealth2}} }},,,GR,inf,inf,Wanderer,Flashing Daggers,Grave Robber
84,Flashing Daggers (Deadeye),oo..,..o-o,ranged,3-5,4-7,0.2,3.0,,,0,0,,,,,GR,inf,inf,Deadeye,Flashing Daggers,Grave Robber
85,Flashing Daggers (Venomdrop),ooo.,.o-o.,ranged,2-3,3-4,0.1,0.2,,,0,0,+2 {{Blight2}} when Self {{Stealth2}}<br>{{Blight2|2}},+3 {{Blight2|}} when Self {{Stealth2}}<br>{{Blight2|2}} }},,,GR,inf,inf,Venomdrop,Flashing Daggers,Grave Robber
86,Flashing Daggers (Nightsworn),ooo.,.o-o-o,ranged,3-5,4-6,0.1,0.15,''Requires {{Stealth2}}''<br> Remove {{Stealth2}} (50%),''Requires {{Stealth2}}'' }},1,0,,,,,GR,inf,inf,Nightsworn,Flashing Daggers,Grave Robber
87,Poison Dart,ooo.,oooo,ranged,2-4,2-5,0.05,0.1,,,0,0," {{Blight2|2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Blight2|4}}<br> <span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}",,,GR,inf,inf,Wanderer,Poison Dart,Grave Robber
88,Poison Dart (Venomdrop),ooo.,oooo,ranged,2-4,2-5,0.05,0.1,,,0,0, {{Blight2|3}}<br>+2 {{Blight2}} when Self {{Stealth2}}, {{Blight2|4}}<br>+2 {{Blight2|+3}} when Self {{Stealth2}} }},,,GR,inf,inf,Venomdrop,Poison Dart,Grave Robber
89,Absinthe,oooo,self,buff,,,0.0,0.0," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge|3}}, {{SpeedToken}}"," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge+|3}}, {{SpeedToken}}",0,0,,,,,GR,3.0,inf,Wanderer,Absinthe,Grave Robber
90,Absinthe (Deadeye),oooo,self,buff,,,0.0,0.0," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge|2}}<br>{{Buff2}}: <span class""buff-dd2"">+4%</span> CRIT (1 Battle)"," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge+|2}}<br>{{Buff2}}: <span class""buff-dd2"">+6%</span> CRIT (1 Battle) }}",0,0,,,,,GR,3.0,inf,Deadeye,Absinthe,Grave Robber
91,Absinthe (Venomdrop),oooo,self,buff,,,0.0,0.0, If {{HP2}} <50%: {{HP2|heal|33%}}<br>Remove {{Blight2}}<br>{{Blight2|res|+30}}, If {{HP2}} <50%: {{HP2|heal|33%}}<br>Remove {{DoT2}}<br>{{Blight2|res|+30}},0,0,,,,,GR,3.0,inf,Venomdrop,Absinthe,Grave Robber
92,Dead of Night,oooo,oooo,melee,,,0.0,0.0, {{HP2|heal|33%}}<br>{{Stealth2}}, {{HP2|heal|33%}}{{Stealth2|2}}<br>{{Stress2|-1}},0,0,"<span class""death"">Clear Corpse</span>",,Corpse,{{CorpseClear2Desc}},GR,3.0,inf,Wanderer,Dead of Night,Grave Robber
93,Glint in the Dark,.ooo,ooo.,ranged,4-7,6-9,0.05,0.1,,,0,0, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Execution|3}} when Self {{Stealth2}}<br>{{Stealth2|remove}},,,GR,inf,inf,Wanderer,Glint in the Dark,Grave Robber
94,Lunge,oo..,ooo.,melee,5-8,7-11,0.2,0.3,{{Move2|forward|2}},,0,0," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}"," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}",,,GR,inf,inf,Wanderer,Lunge,Grave Robber
95,Lunge (Nightsworn),oo..,ooo.,melee,5-8,7-11,0.2,0.3,{{Move2|forward|2}},,0,0," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">+50%</span> DMG When Self {{Stealth2}}"," {{Execution|1}}<br>{{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">+50%</span> DMG When Self {{Stealth2}} }}",,,GR,inf,inf,Nightsworn,Lunge,Grave Robber
96,Pirouette,..oo,o-o..,ranged,4-7,6-9,0.1,0.15," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Does not Apply {{Daze2}}, {{Weak}} When Self {{Stealth2}}"," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Applies {{Daze2}}, {{Weak}} to Target instead When Self {{Stealth2}}",1,0,,,,,GR,inf,inf,Wanderer,Pirouette,Grave Robber
97,Pirouette (Nightsworn),..oo,o-o..,ranged,4-7,6-9,0.1,0.15,{{Move2|back|3}},,1,0,,{{Block|ignore}} When Self {{Stealth2}} }},,,GR,inf,inf,Nightsworn,Pirouette,Grave Robber
98,Repartee,oooo,self,buff,,,0.0,0.0," {{Dodge|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}"," {{Dodge+|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}<br>If {{Stealth2}}: {{Buff2}}<span class""buff-dd2"">Gain When Missed:</span> {{Dodge}} (50%) (3 Turns)<br>{{Stealth2|remove}}",2,0,,,,,GR,inf,inf,Wanderer,Repartee,Grave Robber
99,Repartee (Deadeye),oooo,self,buff,,,0.0,0.0," {{Dodge|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}"," {{Dodge+|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}<br>If {{Stealth2}}: {{Buff2}}<span class""buff-dd2"">Gain +4% CRIT When Missed</span> (3 Turns)<br>{{Stealth2|remove}} }}",2,0,,,,,GR,inf,inf,Deadeye,Repartee,Grave Robber
100,Repartee (Nightsworn),oooo,oooo,buff,,,0.0,0.0, {{Buff2}}Turn Start: {{Stealth2}} (2 Rounds)<br>{{Debuff2}}Turn Emd: {{Stealth2|remove}} (3 Rounds), {{Buff2}}Turn Start: {{Stealth2}} (3 Rounds)<br>{{Debuff2}}Turn Emd: {{Stealth2|remove}} (4 Rounds),3,0,{{Taunt|2}},{{Taunt|3}},Ally,The {{Taunt|-}} tokens cannot be resisted. }},GR,inf,inf,Nightsworn,Repartee,Grave Robber
101,Shadow Fade,..oo,self,buff,,,0.0,0.0, {{Move2|back|2}}<br>{{Stealth2|2}}," {{Move2|back|2}}<br>{{Stealth2|2}}, {{Strength}}",2,0,,,,,GR,inf,inf,Wanderer,Shadow Fade,Grave Robber
102,Shadow Fade (Venomdrop),..oo,self,buff,,,0.0,0.0, {{Move2|back|2}}<br>{{Stealth2|2}}<br>{{Buff2}} {{Blight2|pierce|20}} (1 Turn)," {{Move2|back|2}}<br>{{Stealth2|2}}, {{SpeedToken}}<br>{{Buff2}} {{Blight2|pierce|20}} (2 Turns) }}",2,0,,,,,GR,inf,inf,Venomdrop,Shadow Fade,Grave Robber
78,Pick to the Face,.ooo,oo..,melee,4-7,5-9,0.15,0.2,,,0,0," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}<br><span class""buff-dd2"">Apply On CRIT:</span> {{Block|remove|}}",,,GR,inf,inf,Deadeye,Pick to the Face,Grave Robber
87,Poison Dart,ooo.,oooo,ranged,2-4,2-5,0.05,0.1,,,0,0," {{Blight2|2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Blight2|4}}<br> <span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}",,,GR,inf,inf,Deadeye,Poison Dart,Grave Robber
92,Dead of Night,oooo,oooo,melee,,,0.0,0.0, {{HP2|heal|33%}}<br>{{Stealth2}}, {{HP2|heal|33%}}{{Stealth2|2}}<br>{{Stress2|-1}},0,0,"<span class""death"">Clear Corpse</span>",,Corpse,{{CorpseClear2Desc}},GR,3.0,inf,Deadeye,Dead of Night,Grave Robber
93,Glint in the Dark,.ooo,ooo.,ranged,4-7,6-9,0.05,0.1,,,0,0, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Execution|3}} when Self {{Stealth2}}<br>{{Stealth2|remove}},,,GR,inf,inf,Deadeye,Glint in the Dark,Grave Robber
94,Lunge,oo..,ooo.,melee,5-8,7-11,0.2,0.3,{{Move2|forward|2}},,0,0," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}"," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}",,,GR,inf,inf,Deadeye,Lunge,Grave Robber
96,Pirouette,..oo,o-o..,ranged,4-7,6-9,0.1,0.15," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Does not Apply {{Daze2}}, {{Weak}} When Self {{Stealth2}}"," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Applies {{Daze2}}, {{Weak}} to Target instead When Self {{Stealth2}}",1,0,,,,,GR,inf,inf,Deadeye,Pirouette,Grave Robber
101,Shadow Fade,..oo,self,buff,,,0.0,0.0, {{Move2|back|2}}<br>{{Stealth2|2}}," {{Move2|back|2}}<br>{{Stealth2|2}}, {{Strength}}",2,0,,,,,GR,inf,inf,Deadeye,Shadow Fade,Grave Robber
78,Pick to the Face,.ooo,oo..,melee,4-7,5-9,0.15,0.2,,,0,0," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}<br><span class""buff-dd2"">Apply On CRIT:</span> {{Block|remove|}}",,,GR,inf,inf,Venomdrop,Pick to the Face,Grave Robber
92,Dead of Night,oooo,oooo,melee,,,0.0,0.0, {{HP2|heal|33%}}<br>{{Stealth2}}, {{HP2|heal|33%}}{{Stealth2|2}}<br>{{Stress2|-1}},0,0,"<span class""death"">Clear Corpse</span>",,Corpse,{{CorpseClear2Desc}},GR,3.0,inf,Venomdrop,Dead of Night,Grave Robber
93,Glint in the Dark,.ooo,ooo.,ranged,4-7,6-9,0.05,0.1,,,0,0, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Execution|3}} when Self {{Stealth2}}<br>{{Stealth2|remove}},,,GR,inf,inf,Venomdrop,Glint in the Dark,Grave Robber
94,Lunge,oo..,ooo.,melee,5-8,7-11,0.2,0.3,{{Move2|forward|2}},,0,0," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}"," {{Dodge|ignore}} When Self {{Stealth2}}<br><span class""buff-dd2"">On CRIT:</span> {{Move2|knockback|2}}",,,GR,inf,inf,Venomdrop,Lunge,Grave Robber
96,Pirouette,..oo,o-o..,ranged,4-7,6-9,0.1,0.15," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Does not Apply {{Daze2}}, {{Weak}} When Self {{Stealth2}}"," {{Move2|back|3}}<br>{{Daze2}}, {{Weak}}<br>Applies {{Daze2}}, {{Weak}} to Target instead When Self {{Stealth2}}",1,0,,,,,GR,inf,inf,Venomdrop,Pirouette,Grave Robber
98,Repartee,oooo,self,buff,,,0.0,0.0," {{Dodge|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}"," {{Dodge+|3}}, {{Taunt|2}}<br>{{Stealth2|remove}}<br>If {{Stealth2}}: {{Buff2}}<span class""buff-dd2"">Gain When Missed:</span> {{Dodge}} (50%) (3 Turns)<br>{{Stealth2|remove}}",2,0,,,,,GR,inf,inf,Venomdrop,Repartee,Grave Robber
78,Pick to the Face,.ooo,oo..,melee,4-7,5-9,0.15,0.2,,,0,0," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Block|ignore}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}<br><span class""buff-dd2"">Apply On CRIT:</span> {{Block|remove|}}",,,GR,inf,inf,Nightsworn,Pick to the Face,Grave Robber
87,Poison Dart,ooo.,oooo,ranged,2-4,2-5,0.05,0.1,,,0,0," {{Blight2|2}}<br><span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}"," {{Blight2|4}}<br> <span class""buff-dd2"">+50%</span> CRIT When Target {{Combo}}",,,GR,inf,inf,Nightsworn,Poison Dart,Grave Robber
89,Absinthe,oooo,self,buff,,,0.0,0.0," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge|3}}, {{SpeedToken}}"," If {{HP2}} < 33%: {{HP2|heal|33%}}<br>{{Dodge+|3}}, {{SpeedToken}}",0,0,,,,,GR,3.0,inf,Nightsworn,Absinthe,Grave Robber
92,Dead of Night,oooo,oooo,melee,,,0.0,0.0, {{HP2|heal|33%}}<br>{{Stealth2}}, {{HP2|heal|33%}}{{Stealth2|2}}<br>{{Stress2|-1}},0,0,"<span class""death"">Clear Corpse</span>",,Corpse,{{CorpseClear2Desc}},GR,3.0,inf,Nightsworn,Dead of Night,Grave Robber
93,Glint in the Dark,.ooo,ooo.,ranged,4-7,6-9,0.05,0.1,,,0,0, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Stealth2|remove}}, {{Stealth2|ignore}}<br>{{Execution|1}}<br>{{Execution|3}} when Self {{Stealth2}}<br>{{Stealth2|remove}},,,GR,inf,inf,Nightsworn,Glint in the Dark,Grave Robber
101,Shadow Fade,..oo,self,buff,,,0.0,0.0, {{Move2|back|2}}<br>{{Stealth2|2}}," {{Move2|back|2}}<br>{{Stealth2|2}}, {{Strength}}",2,0,,,,,GR,inf,inf,Nightsworn,Shadow Fade,Grave Robber
55,Punish,.ooo,oo..,melee,3-6,4-8,0.05,0.1, 10% {{HP2}} DMG,,0,0, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|3}}, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|4}} }},,,Flag,inf,inf,Wanderer,Punish,Flagellant
56,Punish (Maniac),.ooo,oo..,melee,3-6,4-8,0.05,0.1, 10% {{HP2}} DMG,,0,0, {{Move2|knockback|1}}<br> {{Blight2|2}}, {{Move2|knockback|2}}<br> {{Blight2|2}}<br> {{Combo}} }},,,Flag,inf,inf,Maniac,Punish,Flagellant
57,Punish (Exanimate),..oo,ooo.,melee,3-6,4-8,0.05,0.1,10% {{HP2}} DMG,,0,0," If HP {{HP2}} <50%: <span class""buff-dd2"">+2 {{Blight2}} Dealt</span><br> {{Blight2|pierce|+30}} When Target {{Combo}}<br> {{Blight2|2}}"," If HP {{HP2}} <50%: <span class""buff-dd2"">+2 {{Blight2}} Dealt</span><br> {{Blight2|pierce|+30}} When Target {{Combo}}<br> {{Blight2|3}} }}",,,Flag,inf,inf,Exanimate,Punish,Flagellant
58,Fester,oooo,oooo,ranged,,,0.0,0.0,,,0,0," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|3}}"," <span class""death"">Clear Corpse</span><br /> Adjacent Enemies: {{Blight2|5}}",Corpse,{{CorpseClear2Desc}} }},Flag,inf,inf,Wanderer,Fester,Flagellant
59,Deathless,oooo,oooo,heal,,,0.0,0.0, 20% {{HP2}} DMG,,1,0, {{HP2|heal|25%}}, {{HP2|heal|35%}},Ally,This skill has a hidden condition:<br> * Requires Target HP {{HP2}} < 100% }},Flag,inf,inf,Wanderer,Deathless,Flagellant
60,Deathless (Scourge),..oo,oooo,heal,,,0.0,0.0, {{HP2|heal|35%}}, {{HP2|heal|50%}},2,0, Requires Self HP {{HP2}} < 50% <br> {{HP2|heal|25%}}, Requires Self HP {{HP2}} < 50% <br> {{HP2|heal|35%}},Ally,This skill has a hidden condition:<br> * Requires Target HP {{HP2}} < 100% }},Flag,3.0,inf,Scourge,Deathless,Flagellant
61,Endure,oooo,oooo,buff,,,0.0,0.0,{{Stress2|+2}},,0,0,{{Stress2|-2}},{{Stress2|-3}} }},Ally,,Flag,inf,inf,Wanderer,Endure,Flagellant
62,Lash's Gift,ooo.,oooo,buff,,,0.0,0.0, {{HP2|heal|25%}}, {{HP2|heal|35%}},2,0," Requires Self HP {{HP2}} < 50%<br /> {{Strength}}, {{Block}}<br /> {{Stress2|+1}}"," Requires Self HP {{HP2}} < 50%<br /> {{Strength}}, {{Block}}<br /> {{Stress2|+1}}<br /> Remove {{Daze2}}, {{StunToken}}",Ally,,Flag,inf,inf,Wanderer,Lash's Gift,Flagellant
63,Lash's Gift (Maniac),ooo.,oooo,buff,,,0.0,0.0,{{HP2|heal|20%}},{{HP2|heal|30%}},2,0," Requires Target has <span class""debuff-dd2"">Negative</span> Token<br>Steal All <span class""debuff-dd2"">Negative</span> Tokens"," Requires Target has <span class""debuff-dd2"">Negative</span> Token Steal {{Combo}} Steal All <span class""debuff-dd2"">Negative</span> Tokens }}",Ally,,Flag,inf,inf,Maniac,Lash's Gift,Flagellant
64,Lash's Gift (Exanimate),oooo,self,buff,,,0.0,0.0," Requires HP {{HP2}} < 20% {{HP2|heal|10%}}<br /> {{Crit}}, {{Dodge}} Remove All <span class""debuff-dd2"">Negative</span> Tokens<br> Remove {{Combo}}"," Requires {{HP2}} < 20% {{HP2|heal|10%}}<br> {{Strength}}, {{Crit}}, {{Dodge+}}<br> Remove All <span class""debuff-dd2"">Negative</span> Tokens<br> Remove {{Combo}} }}",0,0,,,,,Flag,inf,inf,Exanimate,Lash's Gift,Flagellant
65,Lash's Gift (Scourge),..oo,self,buff,,,0.0,0.0, {{Horror2|1}}<br /> Remove {{DoT2}}," {{Horror2|1}}<br /> Remove {{DoT2}}<br /> <span class""buff-dd2"">+20%</span> RES per DOT type removed }}",1,0,,,,,Flag,inf,inf,Scourge,Lash's Gift,Flagellant
66,Acid Rain,..oo,..o-o,ranged,2-3,3-4,0.05,0.1,10% {{HP2}} DMG }},,0,0, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|2}}, {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|3}},,,Flag,inf,inf,Wanderer,Acid Rain,Flagellant
67,Acid Rain (Maniac),ooo.,..o-o,ranged,2-3,3-4,0.05,0.1, 10% {{HP2}} DMG,,0,0,{{Weak}}, {{Weak}}<br /> {{Combo}} (33%) }},,,Flag,inf,inf,Maniac,Acid Rain,Flagellant
68,Acid Rain (Exanimate),..oo,..o-o,ranged,2-3,3-4,0.05,0.1,Take {{HP2}} 10% DMG,,0,0, If HP {{HP2}} < 50%: {{Blight2|dealt|+2}}<br> {{Blight2|pierce|+30}} When Target has {{Combo}}<br> {{Blight2|2}}, If HP {{HP2}} < 50%: {{Blight2|dealt|+2}}<br> {{Blight2|pierce|+30}} When Target has {{Combo}}<br> {{Blight2|3}} }},,,Flag,inf,inf,Exanimate,Acid Rain,Flagellant
69,More! MORE!,..oo,self,buff,,,0.0,0.0, {{Buff2}} When Damaged: {{Pain}} (1 Turn)<br> {{Taunt|2}}, {{Buff2}} When Damaged: {{Pain+}} (1 Turn)<br> {{Taunt|2}},1,0,,,,<i></i>  * Self-damage (e.g. from the Flagellant's other skills) also generates {{Pain}}/{{Pain+}} tokens. * {{DoT2TickDesc}} }},Flag,inf,inf,Wanderer,More! MORE!,Flagellant
70,Suffer,oooo,oooo,buff,,,0.0,0.0,{{Buff2}}{{DB2|res|+10}} (3 Turns), {{Buff2}}{{DB2|res|+10}} (3 Turns)<br /> End of Next Turn: Remove {{DoT2}} }},1,0, Requires {{DoT2}}<br /> Steal {{DoT2}},,Ally,,Flag,inf,inf,Wanderer,Suffer,Flagellant
71,Suffer (Scourge),oooo,oooo,buff,,,0.0,0.0,{{Buff2}}{{DB2|res|+10}} (3 Turns), {{Buff2}}{{DB2|res|+10}} (3 Turns)<br /> End of Next Turn: Remove {{DoT2}} }},1,0, Requires {{DoT2}} or {{Horror2}}<br /> Steal {{DoT2}}{{Horror2}},,Ally,,Flag,inf,inf,Scourge,Suffer,Flagellant
72,Sepsis,..oo,oo..,melee,4-8,6-10,0.05,0.0,{{HP2|heal|35%}},{{HP2|heal|50%}},2,0, Requires Self {{HP2}} < 50%<br> {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|4}}, Requires Self {{HP2}} < 50% <br> {{Blight2|pierce|+30}} when Target {{Combo}}<br> {{Blight2|6}},,,Flag,3.0,inf,Wanderer,Sepsis,Flagellant
73,Sepsis (Maniac),oooo,oo..,melee,,,0.0,0.0,{{HP2|heal|35%}},{{HP2|heal|50%}},3,0," Requires Self has <span class""debuff-dd2"">Negative</span> Token <br> or Requires Self {{HP2}} < 50%<br> {{Blind|ignore}}<br> Transfer All <span class""debuff-dd2"">Negative</span> Tokens"," Requires Self has <span class""debuff-dd2"">Negative</span> Token <br> or Requires Self {{HP2}} < 50%<br> or Requires Self {{Combo}}<br> {{Blind|ignore}}<br> Transfer All <span class""debuff-dd2"">Negative</span> Tokens and {{Combo}} }}",,,Flag,2.0,3.0,Maniac,Sepsis,Flagellant
